FrameId	Name	Kegg	InChI	Smiles	Gibbs-0	cpd	nC
CPD-17722	4-methyl-proline	NIL	InChI=1S/C6H11NO2/c1-4-2-5(6(8)9)7-3-4/h4-5,7H,2-3H2,1H3,(H,8,9)/t4-,5+/m1/s1	CC1(C[N+]C(C(=O)[O-])C1)	42.272316	./dsgdb9nsd_093929.xyz	6
CPD-12975	heptane-3,5-dione	NIL	InChI=1S/C7H12O2/c1-3-6(8)5-7(9)4-2/h3-5H2,1-2H3	CCC(=O)CC(=O)CC	64.01344	./dsgdb9nsd_098976.xyz	7
CPD0-1232	<i>N</i>,<i>N</i>-dimethylacetamide	C20339	InChI=1S/C4H9NO/c1-4(6)5(2)3/h1-3H3	CC(=O)N(C)C	38.79009	./dsgdb9nsd_000289.xyz	4
CPD-12484	<i>N,N'</i>-dimethylurea	C16364	InChI=1S/C3H8N2O/c1-4-3(6)5-2/h1-2H3,(H2,4,5,6)	CNC(=O)NC	38.868970000000004	./dsgdb9nsd_000363.xyz	3
BENZIMIDAZOLE	benzimidazole	C02009	InChI=1S/C7H6N2/c1-2-4-7-6(3-1)8-5-9-7/h1-5H,(H,8,9)	C1(=NC2(=CC=CC=C(N1)2))	94.62772	./dsgdb9nsd_024499.xyz	7
CPD-19011	methyl <i>tert</i>-butyl ether	C11344	InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3	CC(C)(C)OC	92.57345	./dsgdb9nsd_000230.xyz	5
CPD-30	4-acetamidobutanal	C05936	InChI=1S/C6H11NO2/c1-6(9)7-4-2-3-5-8/h5H,2-4H2,1H3,(H,7,9)	CC(NCCC[CH]=O)=O	51.592323	./dsgdb9nsd_056321.xyz	6
CPD-15521	2,5-hexanedione	NIL	InChI=1S/C6H10O2/c1-5(7)3-4-6(2)8/h3-4H2,1-2H3	CC(=O)CCC(=O)C	41.8512	./dsgdb9nsd_006065.xyz	6
PROPIONAMIDE	propionamide	NIL	InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)	CCC(N)=O	29.207842	./dsgdb9nsd_000073.xyz	3
CYCLOHEXANONE	cyclohexanone	C00414	InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2	C1(CCC(CC1)=O)	88.51120999999999	./dsgdb9nsd_002071.xyz	6
CPD-19044	<i>tert</i>-butyl formate	NIL	InChI=1S/C5H10O2/c1-5(2,3)7-4-6/h4H,1-3H3	CC(C)(C)O[CH]=O	55.681206	./dsgdb9nsd_001090.xyz	5
CPD-15508	maltol	C11918	InChI=1S/C6H6O3/c1-4-6(8)5(7)2-3-9-4/h2-3,8H,1H3	CC1(OC=CC(=O)C(O)=1)	-34.853283000000005	./dsgdb9nsd_026542.xyz	6
DIOXOPIPERAZINE	2,5-dioxopiperazine	C02777	InChI=1S/C4H6N2O2/c7-3-1-5-4(8)2-6-3/h1-2H2,(H,5,8)(H,6,7)	C1(NC(=O)CNC1=O)	-8.453279	./dsgdb9nsd_010796.xyz	4
CPD-20950	<i>N</i>-methylpyrrolidone	NIL	InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3	CN1(C(=O)CCC1)	76.0301	./dsgdb9nsd_002163.xyz	5
CPD-581	N,N-Dimethylformamide	C03134	InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3	CN(C)C=O	19.897842	./dsgdb9nsd_000070.xyz	3
4-METHYLRESORCINOL	4-methylresorcinol	NIL	InChI=1S/C7H8O2/c1-5-2-3-6(8)4-7(5)9/h2-4,8-9H,1H3	CC1(=CC=C(O)C=C(O)1)	31.15897	./dsgdb9nsd_028444.xyz	7
CPD-809	biuret	C06555	InChI=1S/C2H5N3O2/c3-1(6)5-2(4)7/h(H5,3,4,5,6,7)	C(=O)(N)NC(=O)N	-33.764404	./dsgdb9nsd_001119.xyz	2
CPD0-903	N-ethylsuccinimide	NIL	InChI=1S/C6H9NO2/c1-2-7-5(8)3-4-6(7)9/h2-4H2,1H3	CCN1(C(CCC1=O)=O)	44.370094	./dsgdb9nsd_109486.xyz	6
CPD-7366	2-amino-4-methylphenol	NIL	InChI=1S/C7H9NO/c1-5-2-3-7(9)6(8)4-5/h2-4,9H,8H2,1H3	CC1(=CC(=C(C=C1)O)N)	84.97009	./dsgdb9nsd_028439.xyz	7
CPD-7035	2-phenylethanol	C05853	InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2	C1(C=CC(CCO)=CC=1)	96.05121	./dsgdb9nsd_033024.xyz	8
CPD-11622	(<i>R</i>)-piperazine-2-carboxylate	NIL	InChI=1S/C5H10N2O2/c8-5(9)4-3-6-1-2-7-4/h4,6-7H,1-3H2,(H,8,9)/t4-/m1/s1	C1([N+]C(C([O-])=O)CNC1)	40.171203999999996	./dsgdb9nsd_055478.xyz	5
CPD-15143	3-methoxyphenol	NIL	InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3	COC1(=CC(O)=CC=C1)	47.43897	./dsgdb9nsd_032135.xyz	7
PYRAZOLE	pyrazole	C00481	InChI=1S/C3H4N2/c1-2-4-5-3-1/h1-3H,(H,4,5)	C1(=NNC=C1)	64.27448000000001	./dsgdb9nsd_000165.xyz	3
INDOLE	indole	C00463	InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H	C2(C=CC1(=C(C=CN1)C=2))	125.38785	./dsgdb9nsd_024492.xyz	8
CPD-10099	hexanamide	NIL	InChI=1S/C6H13NO/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H2,7,8)	CCCCCC(=O)N	95.694565	./dsgdb9nsd_006768.xyz	6
METHYL-ACETATE	methyl acetate	C17530	InChI=1S/C3H6O2/c1-3(4)5-2/h1-2H3	CC(=O)OC	-20.973276000000002	./dsgdb9nsd_000077.xyz	3
